roll_call_id,bill_id,date,passed,chamber,people_id,name,party,state_id_x,role,district,status,state,state_id_y,bill_number,bill_type,bill_type_id,body,body_id,current_body,current_body_id
1454011,1881230,2024-06-05,0,H,24766,Rita Mendes,D,21,Rep,HD-11-PLY,1,MA,21,H4707,B,1,H,51,H,51
1454011,1881230,2024-06-05,0,H,24767,Samantha Montano,D,21,Rep,HD-15-SUF,1,MA,21,H4707,B,1,H,51,H,51
1454011,1881230,2024-06-05,0,H,24768,Francisco Paulino,D,21,Rep,HD-16-ESS,1,MA,21,H4707,B,1,H,51,H,51
1454011,1881230,2024-06-05,0,H,24770,Adrianne Ramos,D,21,Rep,HD-14-ESS,1,MA,21,H4707,B,1,H,51,H,51
1454011,1881230,2024-06-05,0,H,24771,Estela Reyes,D,21,Rep,HD-04-ESS,1,MA,21,H4707,B,1,H,51,H,51
1454011,1881230,2024-06-05,0,H,24772,Aaron Saunders,D,21,Rep,HD-07-HAM,1,MA,21,H4707,B,1,H,51,H,51
1454011,1881230,2024-06-05,0,H,24773,Margaret Scarsdale,D,21,Rep,HD-01-MID,1,MA,21,H4707,B,1,H,51,H,51
1454011,1881230,2024-06-05,0,H,24774,Dawne Shand,D,21,Rep,HD-01-ESS,1,MA,21,H4707,B,1,H,51,H,51
1454011,1881230,2024-06-05,0,H,24775,Priscila Sousa,D,21,Rep,HD-06-MID,1,MA,21,H4707,B,1,H,51,H,51
1454011,1881230,2024-06-05,0,H,24776,Marcus Vaughn,R,21,Rep,HD-09-NOR,1,MA,21,H4707,B,1,H,51,H,51
1454011,1881230,2024-06-05,0,H,24777,Christopher Worrell,D,21,Rep,HD-05-SUF,1,MA,21,H4707,B,1,H,51,H,51
